Page,OriginalDate,DaysSinceStart,Prompt
5417,2011-02-15,673,==>
5418,2011-02-15,673,==>
5419,2011-02-15,673,==>
5420,2011-02-16,674,[S] 3x SHOWDOWN COMBO.
5421,2011-02-17,675,==>
5422,2011-02-17,675,==>
5423,2011-02-17,675,==>
5424,2011-02-17,675,==>
5425,2011-02-17,675,==>
5426,2011-02-17,675,==>
5427,2011-02-17,675,==>
5428,2011-02-17,675,==>
5429,2011-02-17,675,==>
5430,2011-02-18,676,==>
5431,2011-02-18,676,==>
5432,2011-02-18,676,==>
5433,2011-02-18,676,==>
5434,2011-02-18,676,==>
5435,2011-02-18,676,==>
5436,2011-02-18,676,==>
5437,2011-02-18,676,==>
5438,2011-02-19,677,Shades: Descend.
5439,2011-02-19,677,==>
5440,2011-02-19,677,==>
5441,2011-02-19,677,==>
5442,2011-02-19,677,==>
5443,2011-02-19,677,==>
5444,2011-02-19,677,==>
5445,2011-02-19,677,==>
5446,2011-02-19,677,Be Jack Noir.
5447,2011-02-20,678,Jack: Accessorize immediately.
5448,2011-02-20,678,Jack: Take a prize from the lady.
5449,2011-02-20,678,Jack: Trophy binge.
5450,2011-02-20,678,==>
5451,2011-02-20,678,==>
5452,2011-02-20,678,==>
5453,2011-02-21,679,Jack: Sniff out new prey.
5454,2011-02-21,679,Jack: Succumb to unfathomable bloodlust.
5455,2011-02-21,679,Jack: Suppress thoughts of unfathomable Snausages.
5456,2011-02-21,679,==>
5457,2011-02-21,679,==>
5458,2011-02-22,680,Jack: Contact DD?.
5459,2011-02-22,680,DD?: Listen to SS?.
5460,2011-02-22,680,DD?: Contact CD?.
5461,2011-02-22,680,CD?: Listen to DD?.
5462,2011-02-22,680,Jack: Wait.
5463,2011-02-22,680,Be future Jack Noir.
5464,2011-02-22,680,Jack: Wait.
5465,2011-02-22,680,Be Aradia.
5466,2011-02-22,680,Aradia: Release him.
5467,2011-02-23,681,==>
5468,2011-02-23,681,==>
5469,2011-02-23,681,==>
5470,2011-02-23,681,==>
5471,2011-02-23,681,==>
5472,2011-02-23,681,==>
5473,2011-02-23,681,Aradia: Enter bubble.
5474,2011-02-23,681,==>
5475,2011-02-23,681,==>
5476,2011-02-23,681,==>
5477,2011-02-23,681,==>
5478,2011-02-23,681,==>
5479,2011-02-23,681,==>
5480,2011-02-23,681,==>
5481,2011-02-23,681,==>
5482,2011-02-24,682,==>
5483,2011-02-24,682,==>
5484,2011-02-24,682,==>
5485,2011-02-24,682,==>
5486,2011-02-24,682,==>
5487,2011-02-24,682,==>
5488,2011-02-24,682,==>
5489,2011-02-24,682,==>
5490,2011-02-24,682,Aradia: Report discovery.
5491,2011-02-25,683,==>
5492,2011-02-25,683,==>
5493,2011-02-25,683,==>
5494,2011-02-25,683,==>
5495,2011-03-01,687,==>
5496,2011-03-01,687,==>
5497,2011-03-01,687,==>
5498,2011-03-01,687,==>
5499,2011-03-01,687,==>
5500,2011-03-01,687,==>
5501,2011-03-01,687,==>
5502,2011-03-01,687,==>
5503,2011-03-01,687,==>
5504,2011-03-01,687,==>
5505,2011-03-01,687,==>
5506,2011-03-02,688,==>
5507,2011-03-02,688,==>
5508,2011-03-03,689,==>
5509,2011-03-03,689,==>
5510,2011-03-03,689,==>
5511,2011-03-03,689,==>
5512,2011-03-03,689,==>
5513,2011-03-03,689,==>
5514,2011-03-03,689,Be Scratch.
5515,2011-03-03,689,o
5516,2011-03-04,690,o
5517,2011-03-04,690,o
5518,2011-03-04,690,o
5519,2011-03-04,690,o
5520,2011-03-05,691,o
5521,2011-03-05,691,o
5522,2011-03-06,692,o
5523,2011-03-06,692,o
5524,2011-03-06,692,o
5525,2011-03-06,692,o
5526,2011-03-08,694,Be teenage girl from another universe.
5527,2011-03-08,694,Rose: Pester informant.
5528,2011-03-09,695,==>
5529,2011-03-09,695,==>
5530,2011-03-10,696,==>
5531,2011-03-10,696,==>
5532,2011-03-11,697,==>
5533,2011-03-12,698,Rose: Ask.
5534,2011-03-12,698,==>
5535,2011-03-12,698,==>
5536,2011-03-12,698,Rose: Answer.
5537,2011-03-12,698,==>
5538,2011-03-14,700,==>
5539,2011-03-14,700,Seer: Ask.
5540,2011-03-15,701,==>
5541,2011-03-15,701,==>
5542,2011-03-15,701,Rose: Go dark.
5543,2011-03-15,701,==>
5544,2011-03-16,702,Rose: Resist urge to seek revenge.
5545,2011-03-16,702,==>
5546,2011-03-16,702,==>
5547,2011-03-16,702,==>
5548,2011-03-17,703,Big Man: Request time out.
5549,2011-03-17,703,BM: Wreck some havoc.
5550,2011-03-17,703,BM: Request ruler.
5551,2011-03-17,703,==>
5552,2011-03-17,703,==>
5553,2011-03-17,703,==>
5554,2011-03-17,703,==>
5555,2011-03-17,703,==>
5556,2011-03-17,703,==>
5557,2011-03-17,703,==>
5558,2011-03-17,703,"I want to know. Tell me, and please be smug about it."
5559,2011-03-18,704,John: Locate Tumor.
5560,2011-03-18,704,John: Look around.
5561,2011-03-18,704,==>
5562,2011-03-19,705,John: Look inside.
5563,2011-03-19,705,==>
5564,2011-03-19,705,==>
5565,2011-03-19,705,John: Take Tumor.
5566,2011-03-20,706,John: Return to surface.
5567,2011-03-20,706,==>
5568,2011-03-22,708,CD?: Approach locals.
5569,2011-03-22,708,John: Reunite with Liv Tyler.
5570,2011-03-22,708,==>
5571,2011-03-22,708,==>
5572,2011-03-22,708,==>
5573,2011-03-22,708,John: Retrieve tiny hammer.
5574,2011-03-22,708,==>
5575,2011-03-22,708,John: Read note.
5576,2011-03-22,708,==>
5577,2011-03-23,709,John: Hugen hammer.
5578,2011-03-23,709,==>
5579,2011-03-23,709,[S] All: Behold glory of Zillyhoo.
5580,2011-03-24,710,==>
5581,2011-03-24,710,==>
5582,2011-03-24,710,John: Wear the hood. Be the leader.
5583,2011-03-24,710,==>
5584,2011-03-24,710,==>
5585,2011-03-24,710,==>
5586,2011-03-24,710,==>
5587,2011-03-24,710,==>
5588,2011-03-25,711,John: Bid farewell.
5589,2011-03-25,711,==>
5590,2011-03-25,711,==>
5591,2011-03-27,713,==>
5592,2011-03-27,713,==>
5593,2011-03-30,716,John: Approach grimdarkness.
5594,2011-03-30,716,==>
5595,2011-03-30,716,[S] Seer: Descend.
5596,2011-04-02,719,[S] ==>
5597,2011-04-06,723,==>
5598,2011-04-06,723,Dave: Answer.
5599,2011-04-06,723,Dave: Break.
5600,2011-04-06,723,==>
5601,2011-04-06,723,==>
5602,2011-04-06,723,==>
5603,2011-04-07,724,==>
5604,2011-04-09,726,==>
5605,2011-04-09,726,this atrocity cannot go unpunished.
5606,2011-04-09,726,you call it the slammer when you are extra angry at crimes.
5607,2011-04-11,728,but only while i am away from my jurisdiction.
5608,2011-04-11,728,i have other duties to attend to.
5609,2011-04-11,728,i must explode this ridiculously illegal edifice.
5610,2011-04-13,730,==>
5611,2011-04-13,730,==>
5612,2011-04-13,730,==>
5613,2011-04-13,730,==>
5614,2011-04-14,731,Exit.
5615,2011-04-15,732,==>
5616,2011-04-15,732,Keep playing anyway.
5617,2011-04-17,734,[S] Terezi: Proceed.
5618,2011-04-17,734,[S] Terezi: Read note.
5619,2011-04-18,735,Terezi: Wake up.
5620,2011-04-18,735,Terezi: Examine surroundings.
5621,2011-04-18,735,Terezi: Climb stairs.
5622,2011-04-18,735,Terezi: Exit door.
5623,2011-04-19,736,==>
5624,2011-04-19,736,==>
5625,2011-04-19,736,[S] Terezi: Play records.
5626,2011-04-20,737,Terezi: Remove Midnight Crew record.
5627,2011-04-20,737,Terezi: Examine cover.
5628,2011-04-20,737,==>
5629,2011-04-20,737,==>
5630,2011-04-20,737,[S] Terezi: Play tiny record.
5631,2011-04-20,737,==>
5632,2011-04-20,737,Terezi: Captchalogue disc.
5633,2011-04-21,738,Terezi: Examine chests.
5634,2011-04-21,738,Terezi: Open chest.
5635,2011-04-21,738,Terezi: Wear suit.
5636,2011-04-21,738,Terezi: Open other chest.
5637,2011-04-21,738,Terezi: Hug Pyralspite.
5638,2011-04-21,738,==>
5639,2011-04-23,740,==>
5640,2011-04-23,740,Terezi: Look up.
5641,2011-04-23,740,Terezi: Read it.
5642,2011-04-23,740,Terezi: Examine journal entry.
5643,2011-04-27,744,Insert disc 2.
5644,2011-04-30,747,[S] Seer: Ascend.
5645,2011-04-30,747,==>
5646,2011-04-30,747,==>
5647,2011-04-30,747,==>
5648,2011-04-30,747,==>
5649,2011-04-30,747,==>
5650,2011-04-30,747,==>
5651,2011-04-30,747,==>
5652,2011-04-30,747,==>
5653,2011-04-30,747,==>
5654,2011-05-02,749,==>
5655,2011-05-02,749,==>
5656,2011-05-02,749,==>
5657,2011-05-05,752,==>
5658,2011-05-05,752,==>
5659,2011-05-05,752,==>
5660,2011-05-15,762,[S] Flip.
5661,2011-05-16,763,=&gt; =
5662,2011-05-16,763,QÛít„
5663,2011-05-16,763,Vižit dØctor.
5664,2011-05-16,763,[o] Please come in.
5665,2011-05-16,763,[o] Let's have a look at this disc.
5666,2011-05-16,763,"[o] But yes, I can fix it."
5667,2011-05-17,764,[o] Tick.
5668,2011-05-17,764,[o] Tock.
5669,2011-05-17,764,[o] Tick.
5670,2011-05-17,764,[o] Tock.
5671,2011-05-17,764,[o] Both the Seer and the Thief knew this.
5672,2011-05-18,765,[o] Tick.
5673,2011-05-18,765,[o] Tock.
5674,2011-05-18,765,[o] Tick.
5675,2011-05-18,765,[o] Tock.
5676,2011-05-18,765,"[o] It turned out,"
5677,2011-05-18,765,[o] So ends a tale of rivalry.
5678,2011-05-18,765,[o] Tick.
5679,2011-05-18,765,[o] Tock.
5680,2011-05-19,766,[o] Tick.
5681,2011-05-19,766,[o] Tock.
5682,2011-05-19,766,[o] Round Two.
5683,2011-05-20,767,[o] Here we left our human Hero of Light.
5684,2011-05-21,768,"[o] Compelling, but not particularly challenging."
5685,2011-05-21,768,[o] Tick.
5686,2011-05-21,768,[o] I warned her.
5687,2011-05-21,768,[o] Tock.
5688,2011-05-25,772,[o] Moving on.
5689,2011-05-25,772,[o] This outcome was hardly a point of suspense.
5690,2011-05-25,772,[o] How could this moment later come to pass?
5691,2011-05-26,773,[o] And what sort of spectator would you be...
5692,2011-05-26,773,"[o] He'd done nothing to earn martyrdom,"
5693,2011-05-26,773,"[o] Nor had he tasted notoriety,"
5694,2011-05-26,773,"[o] And while I can't give you my assurance,"
5695,2011-05-26,773,[o] But not for lack of a devoted mentor.
5696,2011-05-26,773,"[o] Instead, he got her."
5697,2011-05-27,774,[o] Let's find out.
5698,2011-05-28,775,[o] Tick.
5699,2011-05-28,775,[o] Tock.
5700,2011-05-28,775,[o] Tick.
5701,2011-05-28,775,[o] Tock.
5702,2011-05-28,775,[o] Bonk.
5703,2011-05-30,777,[o] Tick.
5704,2011-05-30,777,[o] Tock.
5705,2011-05-30,777,[o] Tick.
5706,2011-05-30,777,[o] Tock.
5707,2011-05-30,777,[o] Tick.
5708,2011-06-01,779,[o] Tock.
5709,2011-06-01,779,[o] Remember?
5710,2011-06-01,779,[o] Of course.
5711,2011-06-01,779,[o] But the story will.
5712,2011-06-01,779,"[o] And now knowing her position,"
5713,2011-06-01,779,[o] But not without a pair of trophies.
5714,2011-06-01,779,[o] Tick.
5715,2011-06-02,780,[o] Tock.
5716,2011-06-02,780,[o] Tick.
5717,2011-06-02,780,[o] Tock.
5718,2011-06-02,780,[o] Tick.
5719,2011-06-02,780,[o] Tock.
5720,2011-06-02,780,[o] Round two.
5721,2011-06-02,780,[o] The Thief would probably roll her dice.
5722,2011-06-02,780,[o] 8^y
5723,2011-06-04,782,[o] Tick.
5724,2011-06-04,782,[o] Tock.
5725,2011-06-04,782,[o] Tick.
5726,2011-06-05,783,[o] Tock.
5727,2011-06-08,786,"[o] In round two, the Slayer would be not merely compelled,"
5728,2011-06-08,786,[o] Tick.
5729,2011-06-08,786,"[o] While I continue to not be a gambling man,"
5730,2011-06-08,786,[o] Tock.
5731,2011-06-08,786,[o] I wouldn't bet against her.
5732,2011-06-08,786,[o] Moving on.
5733,2011-06-08,786,[o] Tick.
5734,2011-06-08,786,[o] Tock.
5735,2011-06-08,786,[o] Tick.
5736,2011-06-08,786,[o] Tock.
5737,2011-06-08,786,[o] Tick.
5738,2011-06-08,786,[o] Tock.
5739,2011-06-08,786,[o] Tick.
5740,2011-06-10,788,[o] Tock.
5741,2011-06-10,788,[o] Tick.
5742,2011-06-10,788,[o] Tock.
5743,2011-06-10,788,[o] Tick.
5744,2011-06-10,788,[o] Tock.
5745,2011-06-10,788,[o] Tick.
5746,2011-06-11,789,[o] Tock.
5747,2011-06-11,789,[o] Honk.
5748,2011-06-13,791,[o] Honk.
5749,2011-06-13,791,[o] Tick.
5750,2011-06-13,791,[o] Tock.
5751,2011-06-13,791,[S][o] Tick. Tock.
5752,2011-06-14,792,[o] Stop.
5753,2011-06-14,792,[o] Slick... I am serious. Please stop.
5754,2011-06-14,792,[o] Oh my.
5755,2011-06-14,792,"[o] Oh my, oh my, oh my. This will not do at all."
5756,2011-06-14,792,"[o] Pardon me while I adjust the narrow fenestrated wall,"
5757,2011-06-14,792,[o] To redirect the view from this impropriety. Oh goodness.
5758,2011-06-15,793,[o] There.
5759,2011-06-15,793,[o] I am a wonderful chaperone as well as an excellent host.
5760,2011-06-15,793,[S][o] Tick. Tock. Tick...
5761,2011-06-15,793,[o] Stop!!!!!!!!!!!!
5762,2011-06-17,795,"[o] Slick, I can tolerate many things from a guest."
5763,2011-06-17,795,[o] Even atrocious candy bowl etiquette.
5764,2011-06-18,796,[o] BREAK.
5765,2011-06-18,796,[o] HEADS.
5766,2011-06-18,796,[o] And so on.
5767,2011-06-18,796,"[o] You let me down, Slick."
5768,2011-06-20,798,[o] I thought I could rely on you of all people.
5769,2011-06-20,798,[o] To do what it is you do best.
5770,2011-06-20,798,"[o] You are not supposed to kiss her, Mr. Noir."
5771,2011-06-26,804,"[o] Now leave, and never darken my door again."
5772,2011-06-26,804,[o] Will you look at this mess.
5773,2011-07-02,810,[o] This scrapbook is now in hopeless disarray.
5774,2011-07-02,810,[o] Feel free to examine the clippings while I tidy.
5775,2011-07-02,810,[o]
5776,2011-07-02,810,[o] ==>
5777,2011-07-02,810,[o] ==>
5778,2011-07-02,810,[o] ==>
5779,2011-07-02,810,[o] ==>
5780,2011-07-02,810,[o] ==>
5781,2011-07-02,810,[o]
5782,2011-07-02,810,[o] ==>
5783,2011-07-02,810,[o] ==>
5784,2011-07-02,810,[o] ==>
5785,2011-07-02,810,[o] ==>
5786,2011-07-02,810,[o]
5787,2011-07-02,810,[o] ==>
5788,2011-07-02,810,[o] ==>
5789,2011-07-02,810,[o] ==>
5790,2011-07-02,810,[o]
5791,2011-07-02,810,[o] ==>
5792,2011-07-02,810,[o] ==>
5793,2011-07-02,810,[o] ==>
5794,2011-07-02,810,[o]
5795,2011-07-08,816,[o] Try to make sense of this mess yourself.
5796,2011-07-08,816,[o]
5797,2011-07-08,816,[o] ==>
5798,2011-07-08,816,[o] ==>
5799,2011-07-08,816,[o] ==>
5800,2011-07-08,816,[o] ==>
5801,2011-07-08,816,[o] ==>
5802,2011-07-08,816,[o] ==>
5803,2011-07-08,816,[o] ==>
5804,2011-07-08,816,[o] ==>
5805,2011-07-08,816,[o]
5806,2011-07-08,816,[o] ==>
5807,2011-07-08,816,[o] ==>
5808,2011-07-08,816,[o] ==>
5809,2011-07-08,816,[o] ==>
5810,2011-07-08,816,[o] ==>
5811,2011-07-08,816,[o] ==>
5812,2011-07-08,816,[o] ==>
5813,2011-07-08,816,[o] ==>
5814,2011-07-08,816,[o] ==>
5815,2011-07-08,816,[o] ==>
5816,2011-07-08,816,[o] ==>
5817,2011-07-08,816,[o] ==>
5818,2011-07-08,816,[o] ==>
5819,2011-07-08,816,[o] ==>
5820,2011-07-08,816,[o] ==>
5821,2011-07-08,816,[o] ==>
5822,2011-07-08,816,[o] ==>
5823,2011-07-08,816,[o] ==>
5824,2011-07-08,816,[o] ==>
5825,2011-07-08,816,[o] ==>
5826,2011-07-08,816,[o]
5827,2011-07-08,816,[o] ==>
5828,2011-07-08,816,[o]
5829,2011-07-08,816,[o] ==>
5830,2011-07-08,816,[o] ==>
5831,2011-07-08,816,[o] ==>
5832,2011-07-08,816,[o] ==>
5833,2011-07-08,816,[o]
5834,2011-07-08,816,[o] ==>
5835,2011-07-08,816,[o] ==>
5836,2011-07-14,822,"[o] Oh, wonderful. Another interruption."
5837,2011-07-14,822,[o]
5838,2011-07-14,822,[o] ==>
5839,2011-07-14,822,[o] ==>
5840,2011-07-14,822,[o] ==>
5841,2011-07-14,822,[o] ==>
5842,2011-07-14,822,[o] ==>
5843,2011-07-14,822,[o] ==>
5844,2011-07-14,822,[o]
5845,2011-07-14,822,[o] ==>
5846,2011-07-14,822,[o] ==>
5847,2011-07-14,822,[o] ==>
5848,2011-07-14,822,[o] ==>
5849,2011-07-15,823,[o]
5850,2011-07-15,823,[o] ==>
5851,2011-07-15,823,[o] ==>
5852,2011-07-15,823,[S][o] ==>
5853,2011-07-15,823,[o] ==>
5854,2011-07-17,825,[o]
5855,2011-07-17,825,[o] ==>
5856,2011-07-17,825,[o] ==>
5857,2011-07-18,826,[o]
5858,2011-07-18,826,[o] ==>
5859,2011-07-18,826,[o] ==>
5860,2011-07-18,826,[o] ==>
5861,2011-07-18,826,[o] ==>
5862,2011-07-18,826,[o] ==>
5863,2011-07-18,826,[o] ==>
5864,2011-07-18,826,[o] ==>
5865,2011-07-18,826,[o] ==>
5866,2011-07-18,826,[o] ==>
5867,2011-07-18,826,[o] ==>
5868,2011-07-18,826,[o] ==>
5869,2011-07-18,826,[o] ==>
5870,2011-07-18,826,[o] ==>
5871,2011-07-18,826,[o] ==>
5872,2011-07-19,827,[o]
5873,2011-07-19,827,[o] ==>
5874,2011-07-23,831,[o] ==>
5875,2011-07-23,831,[o]
5876,2011-07-23,831,[o] ==>
5877,2011-07-23,831,[o] ==>
5878,2011-07-23,831,[o] ==>
5879,2011-07-23,831,[o] ==>
5880,2011-07-23,831,[o] ==>
5881,2011-07-23,831,[o] ==>
5882,2011-07-23,831,[o] ==>
5883,2011-07-23,831,[o] ==>
5884,2011-07-23,831,[o] ==>
5885,2011-07-23,831,[o] ==>
5886,2011-07-24,832,[o]
5887,2011-07-24,832,[o] ==>
5888,2011-07-25,833,[o]
5889,2011-07-25,833,[o] ==>
5890,2011-07-25,833,[o] ==>
5891,2011-07-25,833,[o] ==>
5892,2011-07-25,833,[o] ==>
5893,2011-07-25,833,[o] ==>
5894,2011-07-25,833,[o] ==>
5895,2011-07-25,833,[o]
5896,2011-07-25,833,[o] ==>
5897,2011-07-25,833,[o] ==>
5898,2011-07-25,833,[o]
5899,2011-07-25,833,[o] ==>
5900,2011-07-25,833,[o] ==>
5901,2011-07-25,833,[o] ==>
5902,2011-08-02,841,[o] ==>
5903,2011-08-02,841,[o]
5904,2011-08-02,841,[o] ==>
5905,2011-08-02,841,[o] ==>
5906,2011-08-02,841,[o] ==>
5907,2011-08-02,841,[o] ==>
5908,2011-08-02,841,[o] ==>
5909,2011-08-02,841,[o] ==>
5910,2011-08-02,841,[o] ==>
5911,2011-08-02,841,[o] ==>
5912,2011-08-02,841,[o] ==>
5913,2011-08-02,841,[o] ==>
5914,2011-08-02,841,[o] ==>
5915,2011-08-02,841,[o] ==>
5916,2011-08-02,841,[o] ==>
5917,2011-08-02,841,[o] ==>
5918,2011-08-02,841,[o] ==>
5919,2011-08-04,843,[o] ==>
5920,2011-08-04,843,[o]
5921,2011-08-04,843,[o] ==>
5922,2011-08-04,843,[o] ==>
5923,2011-08-04,843,[o] ==>
5924,2011-08-04,843,[o] ==>
5925,2011-08-04,843,[o] ==>
5926,2011-08-04,843,[o] ==>
5927,2011-08-06,845,[o]
5928,2011-08-06,845,[o] ==>
5929,2011-08-06,845,[o] ==>
5930,2011-08-06,845,[o] ==>
5931,2011-08-06,845,[o] ==>
5932,2011-08-07,846,[o]
5933,2011-08-07,846,[o] ==>
5934,2011-08-07,846,[o] ==>
5935,2011-08-07,846,[o] ==>
5936,2011-08-08,847,[o] ==>
5937,2011-08-08,847,[o] ==>
5938,2011-08-08,847,[o] ==>
5939,2011-08-08,847,[o] ==>
5940,2011-08-09,848,[o] ==>
5941,2011-08-09,848,[o] ==>
5942,2011-08-09,848,[o] ==>
5943,2011-08-09,848,[o] ==>
5944,2011-08-09,848,[o] ==>
5945,2011-08-09,848,[o] ==>
5946,2011-08-10,849,[o] ==>
5947,2011-08-10,849,[o] ==>
5948,2011-08-10,849,[o] ==>
5949,2011-08-10,849,[o] ==>
5950,2011-08-11,850,[o] ==>
5951,2011-08-11,850,[o] ==>
5952,2011-08-11,850,[o] ==>
5953,2011-08-11,850,[o] ==>
5954,2011-08-12,851,[o] ==>
5955,2011-08-12,851,[o] ==>
5956,2011-08-12,851,[o] ==>
5957,2011-08-13,852,[o] ==>
5958,2011-08-13,852,[o] ==>
5959,2011-08-13,852,[o] ==>
5960,2011-08-15,854,[o] ==>
5961,2011-08-15,854,[o] ==>
5962,2011-08-15,854,[o] ==>
5963,2011-08-15,854,[o] ==>
5964,2011-08-15,854,[o] ==>
5965,2011-08-15,854,[o] ==>
5966,2011-08-16,855,[o] ==>
5967,2011-08-16,855,[o] ==>
5968,2011-08-16,855,[o] ==>
5969,2011-08-16,855,[o] ==>
5970,2011-08-17,856,[o] ==>
5971,2011-08-17,856,[o] ==>
5972,2011-08-17,856,[o] ==>
5973,2011-08-18,857,[o] ==>
5974,2011-08-18,857,[o] ==>
5975,2011-08-18,857,[o] ==>
5976,2011-08-19,858,[o] ==>
5977,2011-08-19,858,[o] ==>
5978,2011-08-19,858,[o] ==>
5979,2011-08-19,858,[o] ==>
5980,2011-08-19,858,[o] ==>
5981,2011-08-19,858,[o] ==>
5982,2011-08-19,858,SNOP
5983,2011-08-20,859,Unsnop.
5984,2011-08-22,861,Insert disc 2.
5985,2011-08-22,861,[S] Attempt rare and highly dangerous 5x SHOWDOWN COMBO.
5986,2011-08-22,861,==>
5987,2011-08-22,861,==>
5988,2011-08-22,861,==>
5989,2011-08-22,861,==>
5990,2011-08-22,861,==>
5991,2011-08-22,861,==>
5992,2011-08-22,861,==>
5993,2011-08-22,861,==>
5994,2011-08-22,861,==>
5995,2011-08-22,861,==>
5996,2011-08-23,862,==>
5997,2011-08-23,862,AH: Close tome.
5998,2011-09-06,876,==>
5999,2011-09-06,876,==>
6000,2011-09-06,876,=>
6001,2011-10-25,925,==
6002,2011-10-25,925,= =>
6003,2011-10-25,925,< =
6004,2011-10-25,925,=   >
6005,2011-10-25,925,=  >=  <<
6006,2011-10-25,925,> > == =
6007,2011-10-25,925,> > == =
6008,2011-10-25,925,= <> >
6009,2011-10-25,925,[S] Cascade.
6010,2011-10-25,925,END OF ACT 5
6011,2011-10-31,931,[S] Begin intermission 2.
6012,2011-11-02,933,==>
6013,2011-11-11,942,[S] ACT 6
6014,2011-11-11,942,==>
6015,2011-11-11,942,Homestuck
6016,2011-11-11,942,Enter name.
6017,2011-11-11,942,Examine room.
6018,2011-11-11,942,Jane: Quickly retrieve arms from chest.
6019,2011-11-11,942,Enter name.
6020,2011-11-11,942,Examine room.
6021,2011-11-12,943,"Jake: Retrieve arms from floor, post-haste!"
6022,2011-11-12,943,Be Jane.
6023,2011-11-12,943,Jane: Examine fetch modus.
6024,2011-11-12,943,Jane: Captchalogue it!
6025,2011-11-12,943,Jane: Get hat.
6026,2011-11-12,943,Jane: Inspect posters.
6027,2011-11-13,944,Jane: Check out other posters.
6028,2011-11-13,944,Jane: Take spoon.
6029,2011-11-13,944,Jane: Examine bunnies.
6030,2011-11-13,944,Jane: Look out window.
6031,2011-11-13,944,==>
6032,2011-11-13,944,==>
6033,2011-11-13,944,==>
6034,2011-11-14,945,Jane: Go to computer.
6035,2011-11-14,945,==>
6036,2011-11-14,945,Jane: Answer Jake.
6037,2011-11-14,945,Jane: Check clock.
6038,2011-11-14,945,Jane: Wait a minute.
6039,2011-11-14,945,Jane: Look around.
6040,2011-11-14,945,Jane: Examine bowlbuster.
6041,2011-11-14,945,Jane: Try flipping switch.
6042,2011-11-15,946,Jane: Back to the window!
6043,2011-11-15,946,Jane: Open chest.
6044,2011-11-15,946,Jane: Answer.
6045,2011-11-16,947,"Jane: Ok, back to the chest."
6046,2011-11-16,947,Jane: Rummage around.
6047,2011-11-16,947,Jane: Dump chest.
6048,2011-11-16,947,Jane: Captchalogue all.
6049,2011-11-16,947,Jane: Inspect books.
6050,2011-11-16,947,Jane: Check out gristwidget.
6051,2011-11-16,947,Jane: Insert hat card.
6052,2011-11-16,947,Jane: Activate.
6053,2011-11-16,947,Jane: Wear tiaratop.
6054,2011-11-17,948,Jane: Continue vigilant window gazing.
6055,2011-11-17,948,==>
6056,2011-11-17,948,Jane: Answer Lalonde.
6057,2011-11-17,948,==>
6058,2011-11-18,949,Jane: Prepare to retrieve mail.
6059,2011-11-18,949,Jane: Don clever disguise.
6060,2011-11-18,949,==>
6061,2011-11-18,949,==>
6062,2011-11-18,949,Jane: Exit.
6063,2011-11-18,949,Be Jake.
6064,2011-11-19,950,Jake: About those arms.
6065,2011-11-19,950,Jake: Examine holster belt.
6066,2011-11-19,950,Jake: Wear it.
6067,2011-11-19,950,"Jake: Ok, forget it."
6068,2011-11-19,950,Jake: Examine bed.
6069,2011-11-19,950,Jake: Examine posters.
6070,2011-11-19,950,Jake: Scope out those blue chicks.
6071,2011-11-19,950,Jake: Make out with all of them.
6072,2011-11-19,950,Jake: Stop kissing stupid poster.
6073,2011-11-19,950,Jake: Examine package.
6074,2011-11-19,950,Jake: Examine bunny.
6075,2011-11-19,950,==>
6076,2011-11-20,951,Jake: Take bunny.
6077,2011-11-20,951,==>
6078,2011-11-20,951,Jake: Examine comics.
6079,2011-11-20,951,Jake: Take comics.
6080,2011-11-20,951,==>
6081,2011-11-20,951,Jake: Answer.
6082,2011-11-21,952,Jake: Unearth more computers.
6083,2011-11-21,952,Jake: Don computers.
6084,2011-11-21,952,Jake: Message your good bro.
6085,2011-11-21,952,==>
6086,2011-11-21,952,Jake: Ditch computers.
6087,2011-11-21,952,Jake: Wear skulltop.
6088,2011-11-21,952,Jake: Pester Jane.
6089,2011-11-21,952,Jake: Go downstairs.
6090,2011-11-22,953,==>
6091,2011-11-22,953,Jake: Answer Strider.
6092,2011-11-22,953,==>
6093,2011-11-22,953,==>
6094,2011-11-22,953,Jake: Exit.
6095,2011-11-22,953,"Ok, I'm done here. Moving on."
6096,2011-11-23,954,Jane: Examine portrait.
6097,2011-11-23,954,Jane: Take a peek into living room.
6098,2011-11-23,954,Jane: Proceed downstairs.
6099,2011-11-23,954,Jane: Go to front door.
6100,2011-11-23,954,Jane: Check window.
6101,2011-11-23,954,Jane: Consult with poppop.
6102,2011-11-23,954,==>
6103,2011-11-24,955,==>
6104,2011-11-24,955,==>
6105,2011-11-24,955,"Jane: On second thought, take his book."
6106,2011-11-24,955,Jane: Retrieve arm.
6107,2011-11-24,955,Jane: Read inscription again.
6108,2011-11-26,957,Jane: Bother Jake.
6109,2011-11-26,957,==>
6110,2011-11-26,957,==>
6111,2011-11-26,957,==>
6112,2011-11-26,957,==>
6113,2011-11-26,957,==>
6114,2011-11-26,957,==>
6115,2011-11-26,957,==>
6116,2011-11-26,957,==>
6117,2011-11-26,957,==>
6118,2011-11-27,958,Jake: Get silly old adventure off to the races.
6119,2011-11-27,958,==>
6120,2011-11-27,958,==>
6121,2011-11-27,958,==>
6122,2011-11-27,958,Jake: Examine pumpkin patch.
6123,2011-11-27,958,==>
6124,2011-11-29,960,Jake: Be completely oblivious to thing in background.
6125,2011-11-29,960,Jake: Answer Lalonde.
6126,2011-11-29,960,==>
6127,2011-11-29,960,Jake: Commence robroquest.
